latitud,longitud,identificador
-34.776958,-58.181196,MO-00458
-34.778240,-58.178449,MO-00459
-34.780972,-58.177854,MO-00492
-34.782717,-58.175542,MO-00493
-34.783514,-58.174147,MO-00494
-34.784616,-58.171840,MO-00495
-34.785642,-58.170011,MO-00496
-34.786977,-58.167200,MO-00497
-34.787797,-58.165516,MO-00498
-34.788717,-58.163831,MO-00499
-34.754029,-58.230495,MO-00043
-34.756343,-58.219482,MO-00360
-34.750265,-58.237726,MO-00438
-34.751627,-58.235490,MO-00439
-34.752896,-58.232673,MO-00440
-34.733536,-58.251797,MO-00552
-34.724644,-58.258127,MO-00724
-34.724190,-58.257177,MO-00725
-34.735040,-58.253197,MO-00728
-34.735437,-58.251191,MO-00729
-34.737046,-58.249801,MO-00730
-34.739179,-58.247956,MO-00731
-34.740242,-58.247017,MO-00732
-34.741661,-58.245858,MO-00733
-34.742886,-58.244807,MO-00734
-34.746117,-58.241787,MO-00736
-34.725570,-58.256190,MO-00772
-34.727210,-58.254957,MO-00773
-34.728819,-58.253696,MO-00774
-34.730614,-58.252366,MO-00775
-34.732813,-58.250724,MO-00776
-34.729551,-58.253202,MO-00910
-34.752826,-58.228118,MO-00911
-34.753073,-58.226337,MO-00912
-34.754981,-58.224894,MO-00913
-34.756955,-58.223371,MO-00914
-34.758071,-58.220978,MO-00915
-34.754950,-58.218108,MO-00916
-34.752579,-58.215716,MO-00917
-34.757515,-58.207331,MO-00918
-34.759305,-58.205304,MO-00919
-34.760618,-58.204086,MO-00920
-34.761663,-58.206151,MO-00921
-34.762535,-58.207766,MO-00923
-34.724904,-58.260266,MO-01218
-34.744984,-58.242816,MO-00735
-34.781672,-58.170998,MO-00462
-34.823602,-58.169780,MO-00481
-34.788833,-58.160398,MO-00128
-34.787678,-58.160865,MO-00129
-34.786523,-58.162807,MO-00130
-34.785695,-58.164116,MO-00131
-34.783946,-58.166873,MO-00132
-34.781783,-58.170446,MO-00134
-34.780734,-58.172296,MO-00135
-34.779148,-58.175563,MO-00136
-34.721800,-58.254833,MO-00399
-34.722263,-58.255740,MO-00400
-34.723202,-58.257682,MO-00401
-34.825782,-58.169598,MO-00469
-34.827363,-58.171481,MO-00470
-34.828133,-58.172479,MO-00471
-34.829776,-58.174405,MO-00472
-34.830414,-58.176218,MO-00473
-34.725305,-58.250874,MO-01146
-34.779183,-58.175842,MO-00460
-34.780857,-58.172409,MO-00461
-34.782695,-58.169281,MO-00463
-34.783867,-58.167393,MO-00464
-34.785655,-58.164593,MO-00465
-34.786466,-58.163209,MO-00466
-34.787863,-58.160897,MO-00468
-34.830102,-58.176942,MO-00476
-34.829961,-58.174458,MO-00477
-34.828411,-58.172602,MO-00478
-34.827389,-58.171374,MO-00479
-34.825963,-58.169652,MO-00480
-34.782880,-58.168600,MO-00133
-34.778214,-58.257891,MO-00003
-34.777456,-58.256469,MO-00004
-34.775993,-58.253744,MO-00005
-34.775213,-58.252189,MO-00006
-34.774499,-58.250767,MO-00007
-34.773636,-58.249061,MO-00008
-34.772596,-58.247248,MO-00009
-34.771578,-58.245327,MO-00010
-34.768194,-58.239062,MO-00014
-34.767189,-58.237190,MO-00015
-34.766250,-58.235554,MO-00016
-34.765276,-58.233928,MO-00017
-34.764602,-58.232630,MO-00018
-34.763377,-58.230350,MO-00019
-34.761826,-58.227351,MO-00020
-34.754197,-58.230007,MO-00174
-34.761557,-58.224503,MO-00386
-34.759741,-58.225694,MO-00387
-34.757753,-58.227239,MO-00388
-34.755902,-58.228698,MO-00389
-34.749176,-58.236122,MO-00178
-34.747757,-58.233440,MO-00390
-34.746667,-58.234079,MO-01204
-34.745481,-58.232046,MO-01203
-34.744317,-58.229671,MO-00391
-34.761544,-58.227206,MO-00365
-34.763042,-58.229969,MO-00366
-34.764399,-58.232490,MO-00367
-34.765118,-58.233864,MO-00368
-34.766136,-58.235720,MO-00369
-34.766920,-58.237115,MO-00370
-34.767947,-58.238965,MO-00371
-34.768907,-58.240698,MO-00372
-34.771344,-58.245236,MO-00374
-34.772344,-58.247103,MO-00375
-34.773530,-58.249297,MO-00376
-34.774261,-58.250687,MO-00377
-34.775006,-58.252038,MO-00378
-34.775804,-58.253578,MO-00379
-34.776905,-58.255654,MO-00380
-34.778059,-58.257735,MO-00381
-34.779320,-58.259962,MO-00382
-34.756255,-58.230103,MO-00441
-34.758207,-58.228590,MO-00442
-34.760107,-58.227153,MO-00443
-34.745289,-58.231965,MO-00431
-34.746497,-58.234169,MO-00432
-34.747907,-58.236739,MO-00433
-34.746505,-58.237833,MO-00434
-34.747378,-58.239748,MO-00435
-34.748436,-58.241014,MO-00436
-34.749137,-58.239046,MO-00437
-34.744654,-58.231133,MO-00973
-34.791312,-58.207589,MO-00270
-34.792369,-58.209128,MO-00669
-34.791964,-58.205835,MO-00271
-34.808941,-58.227904,MO-00505
-34.807809,-58.226600,MO-00506
-34.806769,-58.225517,MO-00507
-34.805228,-58.223827,MO-00508
-34.803347,-58.221729,MO-00509
-34.774786,-58.207374,MO-00527
-34.801440,-58.219578,MO-00664
-34.798828,-58.216848,MO-00665
-34.797770,-58.215635,MO-00666
-34.795911,-58.213490,MO-00667
-34.793687,-58.210700,MO-00668
-34.789642,-58.204091,MO-00670
-34.788779,-58.203651,MO-00671
-34.787202,-58.202750,MO-00672
-34.781897,-58.210003,MO-00676
-34.780377,-58.211124,MO-00677
-34.778104,-58.212921,MO-00678
-34.776954,-58.211263,MO-00679
-34.775896,-58.209230,MO-00680
-34.772516,-58.208823,MO-00681
-34.771529,-58.210266,MO-00682
-34.769886,-58.211725,MO-00683
-34.767938,-58.213189,MO-00684
-34.765104,-58.215399,MO-00685
-34.809981,-58.229019,MO-01722
-34.731500,-58.247677,MO-00549
-34.732333,-58.249351,MO-00550
-34.732902,-58.250467,MO-00551
-34.732209,-58.253664,MO-00553
-34.731081,-58.254549,MO-00554
-34.729507,-58.254372,MO-00555
-34.727933,-58.255536,MO-00556
-34.773926,-58.210486,MO-00525
-34.775566,-58.209220,MO-00526
-34.789951,-58.244662,MO-00510
-34.787739,-58.240548,MO-00512
-34.786087,-58.237426,MO-00513
-34.781990,-58.230001,MO-00516
-34.781117,-58.228306,MO-00517
-34.780311,-58.226783,MO-00518
-34.778756,-58.223832,MO-00519
-34.777152,-58.220834,MO-00520
-34.775887,-58.218387,MO-00521
-34.773362,-58.213549,MO-00523
-34.772419,-58.211719,MO-00524
-34.773627,-58.205159,MO-00528
-34.772684,-58.203287,MO-00529
-34.771075,-58.202991,MO-00530
-34.769538,-58.203169,MO-00531
-34.769040,-58.202203,MO-00532
-34.768185,-58.200653,MO-00533
-34.774839,-58.216188,MO-00539
-34.784876,-58.235237,MO-00514
-34.788779,-58.242425,MO-00511
-34.779425,-58.212052,MO-00261
-34.791171,-58.207637,MO-00335
-34.797814,-58.215893,MO-00763
-34.798625,-58.216842,MO-00764
-34.799968,-58.218420,MO-00765
-34.801202,-58.219519,MO-00766
-34.802942,-58.221456,MO-00767
-34.805038,-58.223773,MO-00768
-34.806276,-58.225152,MO-00769
-34.807558,-58.226579,MO-00770
-34.808778,-58.227904,MO-00771
-34.763782,-58.216365,MO-00787
-34.765558,-58.216799,MO-00788
-34.767493,-58.215276,MO-00789
-34.769352,-58.213812,MO-00790
-34.771283,-58.212433,MO-00791
-34.776592,-58.210829,MO-00793
-34.777614,-58.212765,MO-00794
-34.780227,-58.211446,MO-00795
-34.781800,-58.210271,MO-00796
-34.788594,-58.203694,MO-00801
-34.789563,-58.204257,MO-00802
-34.791916,-58.205550,MO-00803
-34.792440,-58.209402,MO-00804
-34.794043,-58.211360,MO-00805
-34.795554,-58.213286,MO-00806
-34.766056,-58.203244,MO-00562
-34.765527,-58.202283,MO-00563
-34.766268,-58.200336,MO-00564
-34.770317,-58.205051,MO-00830
-34.771009,-58.200631,MO-00831
-34.772486,-58.203163,MO-01572
-34.773252,-58.204676,MO-01573
-34.774552,-58.207117,MO-01574
-34.772499,-58.212122,MO-01575
-34.773411,-58.213876,MO-01576
-34.774402,-58.215812,MO-01577
-34.775777,-58.218414,MO-01578
-34.776984,-58.220726,MO-01579
-34.778482,-58.223559,MO-01580
-34.780100,-58.226616,MO-01581
-34.782104,-58.230388,MO-01584
-34.784946,-58.235666,MO-01586
-34.786294,-58.238177,MO-01587
-34.787620,-58.240633,MO-01588
-34.788612,-58.242409,MO-01589
-34.780950,-58.228199,MO-01705
-34.783726,-58.233445,MO-01517
-34.789951,-58.244973,MO-01590
-34.783439,-58.209026,MO-00814
-34.782342,-58.206956,MO-00815
-34.781324,-58.205025,MO-00816
-34.780619,-58.203651,MO-00817
-34.780130,-58.202723,MO-00818
-34.778165,-58.199107,MO-00819
-34.776103,-58.198088,MO-00820
-34.774433,-58.195465,MO-00821
-34.771811,-58.197171,MO-00822
-34.770203,-58.198437,MO-00823
-34.750358,-58.211687,MO-00826
-34.751733,-58.211730,MO-00828
-34.749049,-58.209402,MO-00825
-34.750671,-58.209949,MO-00827
-34.770423,-58.198459,MO-00832
-34.771710,-58.197450,MO-00833
-34.774975,-58.195664,MO-00834
-34.775777,-58.198072,MO-00835
-34.777826,-58.199097,MO-00836
-34.779923,-58.202627,MO-00842
-34.780426,-58.203587,MO-00843
-34.781113,-58.204880,MO-00844
-34.782139,-58.206875,MO-00845
-34.783223,-58.208925,MO-00846
-34.752886,-58.214189,MO-00147
-34.769281,-58.197376,MO-00956
-34.778817,-58.226091,MO-00661
-34.776826,-58.227362,MO-00662
-34.772516,-58.230210,MO-00663
-34.792722,-58.215373,MO-00686
-34.789929,-58.217443,MO-00687
-34.785506,-58.220973,MO-00688
-34.783091,-58.222818,MO-00689
-34.768771,-58.232549,MO-00690
-34.765400,-58.234668,MO-00691
-34.763672,-58.235248,MO-00692
-34.759772,-58.236068,MO-00693
-34.758234,-58.235843,MO-00694
-34.757110,-58.233714,MO-00695
-34.755995,-58.231589,MO-00696
-34.751896,-58.238338,MO-00697
-34.751861,-58.241073,MO-00698
-34.754197,-58.242286,MO-00699
-34.755545,-58.242838,MO-00700
-34.754183,-58.245065,MO-00701
-34.755484,-58.246513,MO-00702
-34.754461,-58.248074,MO-00703
-34.755069,-58.248975,MO-00704
-34.754554,-58.249581,MO-00705
-34.753315,-58.248412,MO-00706
-34.751239,-58.246379,MO-00707
-34.748991,-58.244179,MO-00708
-34.747219,-58.242420,MO-00709
-34.734731,-58.245124,MO-00717
-34.733982,-58.243718,MO-00718
-34.755395,-58.233038,MO-00044
-34.756524,-58.235242,MO-00045
-34.757771,-58.237479,MO-00046
-34.758692,-58.237340,MO-00750
-34.759842,-58.236406,MO-00751
-34.763650,-58.235537,MO-00752
-34.766025,-58.234663,MO-00753
-34.768894,-58.232839,MO-00754
-34.773226,-58.230012,MO-00755
-34.777064,-58.227603,MO-00756
-34.779469,-58.226101,MO-00757
-34.782871,-58.223516,MO-00758
-34.785417,-58.221552,MO-00759
-34.789585,-58.218237,MO-00760
-34.792202,-58.216242,MO-00761
-34.795577,-58.213699,MO-00762
-34.723242,-58.255343,MO-00726
-34.722752,-58.254415,MO-00727
-34.747136,-58.242559,MO-00737
-34.748767,-58.244169,MO-00738
-34.750759,-58.246148,MO-00739
-34.752901,-58.248246,MO-00740
-34.754562,-58.249769,MO-00741
-34.755144,-58.249136,MO-00742
-34.754580,-58.248246,MO-00743
-34.755554,-58.246722,MO-00744
-34.754280,-58.245209,MO-00745
-34.755638,-58.243026,MO-00746
-34.754408,-58.242221,MO-00747
-34.751989,-58.241186,MO-00748
-34.750508,-58.240693,MO-00749
-34.719979,-58.291242,MO-01614
-34.721240,-58.293736,MO-01615
-34.722320,-58.295978,MO-01616
-34.721641,-58.297663,MO-01617
-34.719291,-58.300404,MO-01618
-34.718374,-58.301429,MO-01619
-34.716024,-58.304154,MO-01620
-34.716756,-58.305377,MO-01621
-34.718528,-58.307480,MO-01622
-34.720301,-58.309647,MO-01623
-34.722100,-58.311760,MO-01624
-34.723625,-58.313649,MO-01625
-34.721769,-58.316283,MO-01626
-34.720649,-58.318171,MO-01627
-34.722695,-58.320542,MO-01628
-34.723696,-58.321669,MO-01629
-34.724931,-58.323095,MO-01630
-34.725962,-58.323905,MO-01631
-34.727303,-58.322157,MO-01632
-34.728881,-58.320150,MO-01633
-34.729789,-58.321062,MO-01634
-34.730865,-58.322253,MO-01635
-34.733607,-58.325579,MO-01636
-34.735009,-58.327285,MO-01637
-34.736772,-58.329302,MO-01638
-34.768577,-58.257430,MO-00161
-34.749035,-58.227898,MO-00182
-34.777390,-58.264259,MO-00155
-34.773142,-58.266608,MO-00156
-34.772129,-58.264822,MO-00157
-34.771344,-58.263191,MO-00158
-34.770622,-58.261635,MO-00159
-34.769463,-58.259248,MO-00160
-34.767585,-58.255654,MO-00162
-34.766700,-58.253894,MO-00163
-34.765990,-58.252457,MO-00164
-34.765078,-58.250896,MO-00165
-34.763593,-58.248074,MO-00166
-34.762495,-58.246019,MO-00167
-34.761548,-58.244276,MO-00168
-34.760239,-58.241798,MO-00169
-34.759446,-58.240306,MO-00170
-34.758075,-58.237871,MO-00171
-34.756762,-58.235478,MO-00172
-34.755594,-58.233338,MO-00173
-34.749357,-58.233987,MO-00179
-34.751164,-58.232614,MO-00180
-34.750093,-58.230146,MO-00181
-34.747700,-58.225538,MO-00183
-34.746117,-58.222936,MO-00184
-34.744848,-58.220555,MO-00185
-34.743521,-58.221118,MO-00186
-34.741709,-58.222212,MO-00187
-34.740034,-58.222475,MO-00188
-34.738439,-58.223156,MO-00189
-34.738959,-58.224637,MO-00190
-34.739386,-58.225399,MO-00191
-34.740572,-58.227528,MO-00192
-34.741740,-58.229712,MO-00193
-34.743927,-58.229379,MO-00195
-34.723361,-58.261260,MO-01598
-34.721218,-58.261828,MO-01599
-34.720429,-58.262402,MO-01600
-34.718894,-58.263540,MO-01601
-34.719953,-58.268030,MO-01602
-34.718498,-58.269682,MO-01603
-34.719252,-58.271216,MO-01604
-34.720107,-58.272981,MO-01605
-34.721081,-58.274939,MO-01606
-34.722016,-58.276913,MO-01607
-34.776242,-58.265482,MO-00522
-34.774288,-58.266920,MO-00114
-34.736874,-58.329142,MO-00927
-34.723731,-58.313343,MO-00938
-34.751160,-58.234738,MO-00039
-34.751389,-58.232678,MO-00040
-34.751191,-58.230774,MO-00041
-34.753183,-58.229304,MO-00042
-34.759450,-58.240408,MO-00047
-34.760173,-58.241953,MO-00048
-34.761464,-58.244340,MO-00049
-34.762606,-58.246470,MO-00050
-34.763425,-58.247967,MO-00051
-34.764624,-58.250231,MO-00052
-34.766501,-58.253760,MO-00053
-34.767528,-58.255692,MO-00054
-34.768480,-58.257510,MO-00055
-34.769278,-58.259157,MO-00056
-34.770384,-58.261405,MO-00057
-34.771172,-58.263009,MO-00058
-34.771952,-58.264698,MO-00059
-34.774112,-58.267188,MO-00060
-34.776509,-58.265471,MO-00061
-34.721284,-58.275132,MO-00962
-34.720380,-58.273196,MO-00963
-34.719472,-58.271302,MO-00964
-34.718581,-58.269500,MO-00965
-34.720032,-58.268212,MO-00966
-34.721659,-58.266346,MO-00967
-34.720151,-58.265648,MO-00968
-34.719595,-58.263234,MO-00969
-34.720469,-58.262579,MO-00970
-34.743252,-58.228569,MO-00980
-34.741921,-58.229717,MO-00981
-34.740766,-58.227695,MO-00982
-34.739580,-58.225549,MO-00983
-34.739020,-58.224567,MO-00984
-34.738350,-58.223333,MO-00985
-34.740043,-58.222566,MO-00986
-34.741608,-58.222378,MO-00987
-34.743402,-58.221306,MO-00988
-34.744698,-58.220506,MO-00989
-34.745928,-58.222797,MO-00990
-34.748903,-58.228076,MO-00992
-34.750005,-58.230253,MO-00993
-34.749066,-58.230983,MO-00994
-34.748352,-58.231546,MO-00995
-34.749340,-58.233864,MO-00996
-34.750552,-58.236224,MO-00997
-34.765950,-58.252650,MO-00998
-34.735309,-58.327323,MO-00928
-34.733902,-58.325665,MO-00929
-34.732791,-58.324340,MO-00930
-34.730049,-58.321073,MO-00931
-34.725808,-58.323873,MO-00932
-34.723877,-58.321695,MO-00933
-34.722911,-58.320580,MO-00934
-34.721840,-58.319421,MO-00935
-34.720632,-58.317962,MO-00936
-34.721959,-58.316240,MO-00937
-34.722426,-58.311868,MO-00939
-34.720517,-58.309668,MO-00940
-34.718740,-58.307533,MO-00941
-34.716676,-58.305012,MO-00942
-34.715257,-58.303392,MO-00943
-34.716593,-58.301568,MO-00944
-34.718299,-58.303542,MO-00945
-34.719199,-58.302737,MO-00946
-34.720830,-58.300892,MO-00947
-34.722461,-58.299009,MO-00948
-34.723251,-58.298044,MO-00949
-34.722585,-58.296198,MO-00950
-34.721597,-58.294122,MO-00951
-34.720627,-58.292180,MO-00952
-34.719666,-58.290217,MO-00953
-34.727355,-58.321829,MO-01690
-34.725104,-58.323128,MO-01306
-34.760600,-58.188524,MO-00570
-34.761204,-58.187778,MO-00571
-34.766471,-58.181105,MO-00577
-34.776024,-58.189725,MO-00584
-34.798603,-58.198072,MO-00596
-34.758564,-58.203077,MO-00874
-34.757815,-58.201731,MO-00875
-34.757361,-58.194692,MO-00879
-34.758996,-58.196270,MO-00880
-34.758956,-58.194515,MO-00881
-34.760847,-58.191844,MO-00882
-34.792193,-58.204359,MO-00999
-34.793726,-58.201329,MO-01000
-34.795286,-58.199038,MO-01001
-34.797317,-58.196597,MO-01002
-34.755021,-58.196334,MO-01134
-34.753972,-58.194349,MO-01135
-34.816926,-58.188390,MO-01493
-34.815653,-58.186576,MO-01494
-34.814279,-58.185149,MO-01495
-34.813209,-58.183830,MO-01496
-34.811738,-58.184216,MO-01498
-34.810632,-58.182811,MO-01499
-34.809302,-58.184119,MO-01500
-34.768969,-58.183905,MO-01691
-34.767872,-58.185343,MO-01692
-34.766625,-58.186877,MO-01693
-34.757198,-58.200465,MO-01689
-34.756193,-58.198518,MO-01688
-34.755808,-58.192911,MO-01685
-34.762883,-58.185670,MO-01596
-34.764033,-58.184248,MO-01585
-34.765254,-58.182693,MO-01583
-34.766673,-58.189082,MO-01458
-34.767594,-58.190691,MO-01459
-34.768863,-58.189886,MO-01460
-34.770542,-58.188711,MO-01467
-34.771961,-58.187617,MO-01435
-34.817913,-58.189685,MO-01197
-34.800973,-58.201012,MO-00252
-34.803810,-58.204413,MO-00421
-34.805307,-58.206145,MO-00422
-34.809219,-58.204197,MO-00427
-34.810673,-58.202856,MO-00428
-34.812849,-58.200903,MO-00429
-34.813958,-58.199857,MO-00449
-34.817146,-58.191713,MO-00455
-34.779573,-58.193967,MO-01214
-34.777694,-58.191757,MO-01215
-34.781333,-58.196151,MO-01216
-34.783466,-58.198710,MO-01273
-34.786594,-58.201252,MO-01336
-34.816477,-58.192790,MO-01497
-34.767268,-58.219519,MO-00349
-34.765404,-58.198239,MO-00565
-34.763888,-58.195353,MO-00566
-34.762531,-58.193266,MO-00567
-34.760979,-58.191710,MO-00568
-34.759463,-58.190101,MO-00569
-34.760689,-58.225275,MO-00021
-34.759490,-58.223006,MO-00022
-34.758454,-58.221043,MO-00023
-34.759393,-58.218189,MO-00024
-34.760534,-58.215765,MO-00025
-34.760107,-58.214262,MO-00250
-34.788788,-58.186083,MO-00324
-34.789982,-58.187526,MO-00325
-34.792132,-58.190176,MO-00326
-34.793550,-58.191893,MO-00327
-34.794832,-58.193411,MO-00328
-34.773156,-58.186652,MO-00583
-34.777064,-58.188754,MO-00585
-34.778905,-58.186544,MO-00586
-34.781333,-58.181732,MO-00588
-34.782703,-58.183052,MO-00589
-34.783730,-58.184286,MO-00590
-34.785052,-58.185895,MO-00591
-34.786611,-58.185718,MO-00592
-34.787479,-58.184683,MO-00593
-34.795885,-58.194612,MO-00594
-34.797264,-58.196377,MO-00595
-34.800189,-58.196860,MO-00597
-34.802378,-58.190696,MO-01006
-34.803179,-58.188899,MO-01007
-34.804246,-58.187301,MO-01008
-34.780174,-58.183186,MO-01519
-34.801255,-58.192282,MO-00076
-34.802641,-58.194024,MO-00582
-34.785872,-58.186812,MO-00885
-34.767845,-58.185568,MO-00575
-34.769031,-58.184136,MO-00576
-34.797598,-58.196608,MO-00615
-34.760755,-58.191640,MO-00637
-34.804298,-58.187054,MO-01506
-34.802396,-58.190439,MO-01507
-34.801118,-58.192070,MO-01508
-34.761240,-58.187504,MO-01696
-34.760645,-58.188293,MO-01697
-34.759362,-58.189913,MO-01698
-34.765316,-58.182419,MO-01582
-34.764078,-58.183937,MO-01571
-34.762919,-58.185402,MO-01554
-34.806985,-58.184270,MO-01501
-34.772102,-58.187295,MO-01445
-34.770533,-58.188508,MO-01446
-34.768978,-58.189677,MO-01454
-34.766894,-58.189248,MO-01455
-34.766620,-58.187252,MO-01456
-34.767757,-58.190578,MO-01457
-34.767629,-58.182106,MO-00194
-34.766620,-58.180974,MO-00196
-34.759265,-58.222888,MO-00363
-34.760429,-58.225098,MO-00364
-34.761050,-58.215952,MO-00648
-34.759609,-58.218221,MO-00649
-34.758353,-58.220850,MO-00650
-34.794859,-58.193315,MO-00276
-34.793810,-58.192027,MO-00277
-34.792255,-58.189993,MO-00278
-34.790123,-58.187585,MO-00279
-34.788934,-58.186121,MO-00280
-34.787642,-58.184570,MO-00281
-34.780135,-58.184699,MO-00587
-34.796110,-58.194720,MO-00616
-34.785153,-58.185761,MO-00617
-34.783911,-58.184296,MO-00618
-34.782884,-58.183084,MO-00619
-34.781598,-58.181496,MO-00620
-34.780144,-58.182982,MO-01515
-34.776174,-58.189613,MO-01684
-34.778976,-58.186244,MO-01700
-34.777112,-58.188502,MO-01701
-34.762302,-58.193175,MO-01702
-34.763747,-58.195369,MO-01703
-34.798968,-58.198164,MO-01719
-34.786673,-58.185418,MO-01720
-34.800167,-58.196644,MO-01196
-34.785996,-58.186633,MO-01201
-34.761321,-58.206563,MO-01320
-34.758807,-58.208552,MO-01342
-34.795788,-58.194875,MO-00329
-34.798673,-58.195213,MO-01003
-34.799845,-58.193754,MO-01004
-34.801078,-58.192306,MO-01005
-34.786950,-58.238461,MO-00651
-34.789850,-58.236181,MO-00653
-34.792004,-58.234502,MO-00654
-34.793259,-58.233660,MO-00655
-34.792251,-58.231375,MO-00656
-34.791387,-58.229717,MO-00657
-34.790422,-58.227764,MO-00658
-34.788096,-58.237559,MO-01299
-34.790184,-58.203110,MO-00272
-34.799898,-58.193513,MO-01509
-34.798709,-58.194950,MO-01510
-34.795330,-58.198802,MO-01512
-34.793700,-58.200996,MO-01513
-34.792453,-58.204252,MO-01514
-34.791250,-58.229620,MO-01706
-34.792110,-58.231278,MO-01707
-34.793233,-58.233483,MO-01708
-34.792074,-58.234314,MO-01709
-34.789938,-58.235972,MO-01710
-34.788167,-58.237345,MO-01711
-34.786801,-58.238397,MO-01712
-34.790272,-58.227721,MO-01721
-34.785733,-58.253316,MO-00298
-34.797493,-58.196415,MO-01511
-34.778553,-58.192558,MO-00625
-34.777412,-58.191184,MO-00626
-34.758887,-58.194409,MO-00638
-34.760283,-58.196130,MO-00639
-34.759151,-58.196205,MO-00640
-34.757485,-58.194639,MO-00641
-34.811570,-58.184157,MO-01011
-34.813077,-58.183948,MO-01013
-34.814098,-58.185085,MO-01014
-34.815213,-58.186544,MO-01015
-34.816728,-58.188363,MO-01016
-34.818014,-58.189999,MO-01017
-34.753835,-58.194462,MO-01136
-34.754783,-58.196098,MO-01137
-34.757559,-58.201495,MO-01138
-34.758503,-58.203297,MO-01139
-34.756722,-58.204826,MO-01140
-34.757577,-58.206811,MO-01141
-34.755947,-58.192911,MO-01673
-34.756039,-58.198512,MO-01670
-34.757013,-58.200422,MO-01639
-34.817084,-58.191413,MO-00467
-34.813332,-58.199910,MO-00490
-34.810843,-58.202399,MO-00501
-34.808570,-58.204331,MO-00535
-34.805721,-58.206299,MO-00536
-34.804038,-58.204314,MO-00537
-34.801351,-58.201042,MO-00538
-34.799237,-58.198413,MO-00572
-34.786739,-58.201126,MO-01337
-34.783712,-58.198750,MO-01338
-34.781593,-58.196180,MO-01339
-34.779835,-58.194083,MO-01340
-34.777852,-58.191706,MO-01341
-34.776213,-58.189727,MO-01343
-34.816332,-58.192768,MO-01012
-34.773671,-58.194274,MO-00891
-34.792713,-58.142921,MO-00867
-34.794951,-58.175113,MO-00318
-34.793880,-58.176427,MO-00319
-34.792863,-58.177629,MO-00320
-34.791841,-58.178846,MO-00321
-34.790907,-58.180016,MO-00322
-34.787814,-58.184066,MO-00323
-34.784682,-58.187842,MO-00621
-34.783118,-58.189715,MO-00622
-34.780954,-58.192365,MO-00623
-34.779721,-58.193845,MO-00624
-34.776478,-58.192214,MO-00627
-34.773856,-58.194290,MO-00628
-34.772772,-58.194339,MO-00629
-34.771855,-58.192901,MO-00630
-34.772626,-58.191646,MO-00890
-34.793647,-58.169770,MO-01714
-34.795418,-58.171905,MO-01715
-34.796088,-58.173718,MO-01716
-34.793986,-58.140984,MO-00866
-34.791400,-58.144954,MO-00868
-34.790131,-58.146826,MO-00869
-34.788810,-58.149111,MO-00870
-34.788290,-58.149868,MO-00871
-34.789255,-58.152571,MO-00872
-34.794550,-58.155495,MO-01020
-34.795330,-58.154808,MO-01021
-34.796233,-58.155838,MO-01022
-34.798594,-58.160746,MO-01023
-34.797352,-58.159046,MO-01420
-34.797074,-58.157115,MO-01421
-34.793343,-58.155404,MO-00578
-34.790907,-58.180128,MO-00282
-34.791704,-58.179168,MO-00283
-34.792757,-58.177913,MO-00284
-34.793819,-58.176631,MO-00285
-34.794885,-58.175316,MO-00286
-34.796013,-58.173991,MO-00287
-34.789664,-58.162211,MO-00500
-34.777945,-58.195428,MO-00861
-34.780941,-58.192585,MO-00863
-34.783104,-58.189977,MO-00864
-34.784611,-58.188127,MO-00865
-34.768810,-58.199231,MO-00888
-34.771758,-58.193040,MO-00889
-34.774521,-58.194634,MO-00892
-34.776905,-58.193470,MO-00893
-34.795634,-58.171964,MO-00894
-34.793832,-58.169802,MO-00895
-34.792198,-58.167634,MO-00896
-34.790506,-58.165435,MO-00897
-34.788907,-58.163660,MO-00898
-34.763544,-58.210469,MO-01206
-34.765060,-58.207208,MO-01205
-34.767069,-58.203040,MO-01195
-34.788352,-58.150061,MO-00904
-34.788792,-58.149363,MO-00905
-34.790123,-58.147067,MO-00906
-34.791356,-58.145211,MO-00907
-34.792691,-58.143141,MO-00908
-34.794061,-58.141043,MO-00909
-34.793251,-58.155597,MO-01019
-34.794405,-58.155656,MO-01422
-34.795189,-58.154894,MO-01423
-34.796065,-58.155870,MO-01424
-34.796982,-58.156949,MO-01425
-34.797127,-58.158966,MO-01426
-34.797951,-58.161020,MO-01427
-34.795422,-58.159465,MO-01443
-34.792267,-58.157479,MO-01444
-34.790779,-58.154175,MO-00902
-34.792114,-58.151911,MO-01267
-34.793070,-58.150211,MO-01266
-34.791977,-58.148811,MO-01265
-34.790250,-58.146944,MO-01264
-34.754937,-58.109066,MO-01263
-34.754783,-58.109109,MO-01262
-34.790013,-58.146928,MO-01246
-34.791757,-58.148763,MO-01240
-34.851777,-58.185836,MO-00207
-34.857711,-58.183626,MO-00208
-34.862553,-58.181781,MO-00209
-34.865986,-58.180386,MO-00210
-34.870141,-58.178455,MO-00211
-34.872993,-58.177510,MO-00212
-34.877288,-58.175740,MO-00213
-34.879863,-58.174689,MO-00214
-34.883762,-58.174034,MO-00215
-34.885931,-58.173734,MO-00216
-34.890507,-58.173128,MO-00217
-34.890661,-58.174909,MO-00218
-34.893046,-58.175064,MO-00219
-34.895519,-58.175011,MO-00220
-34.897978,-58.174914,MO-00221
-34.900235,-58.176700,MO-00222
-34.902039,-58.178852,MO-00223
-34.904081,-58.181228,MO-00224
-34.905994,-58.179259,MO-00225
-34.907772,-58.177232,MO-00226
-34.908634,-58.176164,MO-00227
-34.767823,-58.219246,MO-00255
-34.769088,-58.218302,MO-00256
